news_id,source,click,i,poli2,poli5,manual
N104064,Fox News,23,3306,11.63,2.0,0.03125
N110947,Fox News,139,3470,11.63,2.0,-0.316666667
N89238,Fox News,43,3724,11.63,2.0,0.022727273
N72601,Fox News,24,3830,11.63,2.0,-0.214285714
N103769,Fox News,9,3997,11.63,2.0,0.192307692
N49392,Fox News,58,4666,11.63,2.0,0.0
N31430,Fox News,6,5653,11.63,2.0,-0.333333333
N3749,Fox News,56,5957,11.63,2.0,-0.2
N111421,Fox News,6,9375,11.63,2.0,0.068181818
N35756,Fox News,3,11661,11.63,2.0,0.020833333
N63453,Fox News,5,14996,11.63,2.0,-0.107142857
N35821,Fox News,146,24243,11.63,2.0,0.216666667
N20417,Fox News,443,27078,11.63,2.0,0.25
N45959,Fox News,19,27961,11.63,2.0,-0.09375
N14899,Fox News,0,8364,11.63,2.0,99.0
N61044,Fox News,0,10541,11.63,2.0,99.0
N17418,Fox News,2,13511,11.63,2.0,99.0
N47680,Fox News,2,17750,11.63,2.0,99.0
N129424,Fox News,0,18648,11.63,2.0,99.0
N17128,Fox News,15,19060,11.63,2.0,99.0
N102033,Fox News,0,19655,11.63,2.0,99.0
N112547,Fox News,0,20684,11.63,2.0,99.0
N103007,Fox News,2,21868,11.63,2.0,99.0
N35201,Fox News,0,22433,11.63,2.0,99.0
N59287,Fox News,2,22434,11.63,2.0,99.0
N78197,Fox News,0,22566,11.63,2.0,99.0
N73596,Fox News,0,23344,11.63,2.0,99.0
N37296,Fox News,2,24171,11.63,2.0,99.0
N36894,Fox News,0,24385,11.63,2.0,99.0
N51068,Fox News,0,26938,11.63,2.0,99.0
N15748,Fox News,1,27164,11.63,2.0,99.0
N128783,Fox News,2,28762,11.63,2.0,99.0
N115474,Fox News,0,29067,11.63,2.0,99.0
N33659,Fox News,5,3538,11.63,2.0,0.0
N104339,gastongazette,0,28982,-0.07,99.0,99.0
N67750,Good Morning America (website),5,6964,-4.91,99.0,-0.045454545
N15230,Good Morning America (website),1,27258,-4.91,99.0,-0.1875
N33674,Good Morning America (website),0,27384,-4.91,99.0,-0.1875
N90908,Good Morning America (website),0,10063,-4.91,99.0,99.0
N69543,Good Morning America (website),1,15308,-4.91,99.0,99.0
N81381,Good Morning America (website),0,23059,-4.91,99.0,99.0
N38374,Good Morning America (website),1,27704,-4.91,99.0,99.0
N95523,greenvilleonline,0,11456,-1.27,99.0,99.0
N129204,heraldnews,4,8066,99.0,99.0,99.0
N76275,heraldnews,0,26399,99.0,99.0,99.0
N105251,hollandsentinel,1,20447,-0.08,99.0,99.0
N4518,houston chronicle,9,5303,-3.73,0.0,-0.225
N65722,houston chronicle,1,11402,-3.73,0.0,-0.027777778
N9410,houston chronicle,2,18554,-3.73,0.0,0.055555556
N92934,houston chronicle,0,22020,-3.73,0.0,99.0
N68344,houston chronicle,0,25233,-3.73,0.0,99.0
N1679,HuffPost,583,1008,-11.25,-2.0,-0.25
N76268,HuffPost,39,1318,-11.25,-2.0,-0.035714286
N62044,HuffPost,1,5851,-11.25,-2.0,99.0
N72837,HuffPost,0,10533,-11.25,-2.0,99.0
N11591,HuffPost,0,15745,-11.25,-2.0,99.0
N108064,IndyStar,8,7707,-1.64,0.0,-0.25
N13871,IndyStar,0,10146,-1.64,0.0,99.0
N42588,IndyStar,1,15217,-1.64,0.0,99.0
N96736,IndyStar,2,22214,-1.64,0.0,99.0
N39984,Insider,5,27843,-5.0,-1.0,0.15
N33461,Insider,262,1025,-5.0,-1.0,-0.444444444
N92459,Insider,303,1973,-5.0,-1.0,-0.089285714
N93539,Insider,59,2229,-5.0,-1.0,-0.166666667
N76415,Insider,326,2407,-5.0,-1.0,0.125
N33967,Insider,661,2724,-5.0,-1.0,-0.2
N77512,Insider,89,3430,-5.0,-1.0,-0.375
N17395,Insider,0,7970,-5.0,-1.0,-0.333333333
N29323,Insider,1,14915,-5.0,-1.0,-0.4
N94592,Insider,0,22954,-5.0,-1.0,-0.017857143
N55827,Insider,2,12787,-5.0,-1.0,99.0
N130293,Insider,1,20723,-5.0,-1.0,99.0
N59983,Insider,0,28673,-5.0,-1.0,99.0
N109536,Insider,0,29030,-5.0,-1.0,99.0
N118099,Insider,39,27108,-5.0,-1.0,-0.25
N113782,insurancenewsnet,0,27600,99.0,99.0,99.0
N35798,jacksonville,2,12961,-0.31,99.0,99.0
N26469,journal-news,2,19156,99.0,99.0,0.025
N29115,kansascity,2,10603,99.0,0.0,-0.333333333
N19748,kare11,0,28811,-0.2,0.0,99.0
N58080,kcci,4,6979,99.0,99.0,-0.027777778
N81405,kcci,0,25381,99.0,99.0,99.0
N34994,kdvr,1,6873,99.0,99.0,-0.125
N30774,kdvr,0,16808,99.0,99.0,-0.107142857
N42387,KFOR 4 - Oklahoma,11,12194,-2.1,99.0,-0.089285714
N124670,KFOR 4 - Oklahoma,3,15865,-2.1,99.0,0.022727273
N38901,khabarazma,0,17757,99.0,99.0,99.0
N40604,khou 11,1,27134,-3.15,99.0,-0.05
N93932,khou 11,1,19479,-3.15,99.0,99.0
N76402,king5,67,4031,99.0,99.0,0.035714286
N101078,king5,3,9860,99.0,99.0,99.0
N126860,king5,0,25763,99.0,99.0,99.0
N30199,king5,0,28090,99.0,99.0,99.0
N6178,kmbc,7,10345,99.0,99.0,99.0
N91552,kmbc,3,13286,99.0,99.0,-0.083333333
N8146,koco,4,17332,-1.65,99.0,0.090909091
N23050,koco,0,25490,-1.65,99.0,99.0
N114127,kvue,22,7838,99.0,99.0,-0.041666667
N23431,LA Times,20,359,-9.65,-1.0,-0.34375
N1767,LA Times,855,446,-9.65,-1.0,-0.227272727
N30086,LA Times,355,1142,-9.65,-1.0,-0.181818182
N113703,LA Times,717,1886,-9.65,-1.0,-0.307692308
N49968,LA Times,10,6672,-9.65,-1.0,-0.1
N100217,LA Times,5,7832,-9.65,-1.0,-0.522727273
N13000,LA Times,7,8759,-9.65,-1.0,0.0
N84229,LA Times,0,9095,-9.65,-1.0,-0.15625
N52571,LA Times,2,10800,-9.65,-1.0,0.0625
N55724,LA Times,1,11011,-9.65,-1.0,-0.428571429
N60915,LA Times,1,12650,-9.65,-1.0,-0.25
N1550,LA Times,0,15072,-9.65,-1.0,99.0
N44894,LA Times,84,27448,-9.65,-1.0,-0.4
N61759,LA Times,2,28185,-9.65,-1.0,-0.25
N24125,LA Times,0,8793,-9.65,-1.0,99.0
N121365,LA Times,2,16145,-9.65,-1.0,99.0
N18722,LA Times,5,14885,-9.65,-1.0,-0.178571429
N947,Law and Crime,21,2937,-3.88,0.0,0.05
N47035,Lebanon Daily News,6,7512,99.0,99.0,-0.15
N3466,limaohio,0,19152,99.0,99.0,99.0
N81327,livingston daily,4,3255,99.0,99.0,0.363636364
N42160,livingston daily,0,4841,99.0,99.0,0.027777778
N5673,livingston daily,3,21587,99.0,99.0,99.0
N112489,lohud,1,8528,99.0,99.0,-0.28125
N73150,lohud,0,20879,99.0,99.0,99.0
N126724,Louisville Courier Journal,21,11097,1.7,99.0,-0.181818182
N69595,Louisville Courier Journal,7,13059,1.7,99.0,-0.25
N1580,Louisville Courier Journal,24,13742,1.7,99.0,-0.230769231
N88791,Louisville Courier Journal,3,27993,1.7,99.0,0.113636364
N108596,Louisville Courier Journal,0,13063,1.7,99.0,99.0
N127056,Louisville Courier Journal,5,17355,1.7,99.0,99.0
N83596,Louisville Courier Journal,3,17536,1.7,99.0,99.0
N117901,Louisville Courier Journal,4,17722,1.7,99.0,99.0
N114934,Louisville Courier Journal,1,17723,1.7,99.0,99.0
N68488,Louisville Courier Journal,3,17843,1.7,99.0,99.0
N116482,Louisville Courier Journal,1,20816,1.7,99.0,99.0
N78458,Louisville Courier Journal,1,22378,1.7,99.0,99.0
N1968,Louisville Courier Journal,0,24192,1.7,99.0,99.0
N69129,Louisville Courier Journal,0,26588,1.7,99.0,99.0
N81550,Mass Live,1,6566,1.3,-1.0,0.1
N99353,Mass Live,2,15057,1.3,-1.0,-0.25
N83909,Mass Live,0,10278,1.3,-1.0,99.0
N24996,Mass Live,0,19410,1.3,-1.0,99.0
N110154,Mass Live,0,21504,1.3,-1.0,99.0
N2938,Mass Live,0,28302,1.3,-1.0,99.0
N90104,mcall,0,24025,99.0,99.0,99.0
N18770,mcall,3,26457,99.0,99.0,99.0
N118266,mediaite,1102,3027,-10.59,-1.0,0.083333333
N6725,mediaite,188,3195,-10.59,-1.0,-0.267857143
N9432,mediaite,702,3281,-10.59,-1.0,-0.333333333
N70307,Miami Herald,4,11614,-7.17,-1.0,0.0
N61484,Milwaukee Journal Sentinel,4,12022,-7.33,0.0,0.277777778
N63968,Milwaukee Journal Sentinel,13,13760,-7.33,0.0,0.05
N89745,Milwaukee Journal Sentinel,1,13698,-7.33,0.0,99.0
N57279,Milwaukee Journal Sentinel,5,16490,-7.33,0.0,99.0
N88350,Milwaukee Journal Sentinel,0,23929,-7.33,0.0,99.0
N79189,Milwaukee Journal Sentinel,0,29218,-7.33,0.0,99.0
N27780,mlive,0,22184,-0.21,0.0,99.0
N62402,MSNBC,22,4282,-14.15,-2.0,-0.395833333
N98754,MSNBC,3,3536,-14.15,-2.0,-0.454545455
N37828,MSNBC,18,4456,-14.15,-2.0,-0.328947368
N33819,MSNBC,16,4994,-14.15,-2.0,0.166666667
N73499,MSNBC,26,6666,-14.15,-2.0,-0.125
N86494,MSNBC,5,6713,-14.15,-2.0,-0.375
N126267,MSNBC,19,6965,-14.15,-2.0,-0.25
N59603,MSNBC,7,7901,-14.15,-2.0,-0.09375
N95637,MSNBC,1,8216,-14.15,-2.0,-0.409090909
N98053,MSNBC,3,8286,-14.15,-2.0,0.083333333
N83513,MSNBC,5,8356,-14.15,-2.0,-0.346153846
N66599,MSNBC,1,9602,-14.15,-2.0,0.041666667
N100043,MSNBC,4,9671,-14.15,-2.0,-0.277777778
N23663,MSNBC,2,10375,-14.15,-2.0,-0.166666667
N111512,MSNBC,5,13423,-14.15,-2.0,-0.305555556
N63255,MSNBC,0,14377,-14.15,-2.0,-0.2
N118341,MSNBC,6,14406,-14.15,-2.0,-0.340909091
N57878,MSNBC,5,15503,-14.15,-2.0,-0.234375
N32819,MSNBC,2,15851,-14.15,-2.0,-0.15625
N46038,MSNBC,4,16097,-14.15,-2.0,-0.045454545
N66188,MSNBC,5,16381,-14.15,-2.0,-0.283333333
N7716,MSNBC,1,18171,-14.15,-2.0,0.0
N92590,MSNBC,1,19654,-14.15,-2.0,-0.068181818
N84075,MSNBC,2,27525,-14.15,-2.0,-0.3125
N21065,MSNBC,2,27670,-14.15,-2.0,-0.1875
N59042,MSNBC,5,28123,-14.15,-2.0,-0.305555556
N27108,MSNBC,2,28327,-14.15,-2.0,-0.216666667
N72590,MSNBC,5,6991,-14.15,-2.0,99.0
N114007,MSNBC,1,9275,-14.15,-2.0,99.0
N122467,MSNBC,1,9763,-14.15,-2.0,99.0
N5049,MSNBC,0,10662,-14.15,-2.0,99.0
N93906,MSNBC,0,12995,-14.15,-2.0,99.0
N80340,MSNBC,0,13075,-14.15,-2.0,99.0
N37229,MSNBC,0,14601,-14.15,-2.0,99.0
N55100,MSNBC,0,16077,-14.15,-2.0,99.0
N34924,MSNBC,0,16347,-14.15,-2.0,99.0
N47614,MSNBC,1,16865,-14.15,-2.0,99.0
N667,MSNBC,0,16936,-14.15,-2.0,99.0
N48495,MSNBC,0,18371,-14.15,-2.0,99.0
N1635,MSNBC,0,20752,-14.15,-2.0,99.0
N41786,MSNBC,0,20791,-14.15,-2.0,99.0
N97801,MSNBC,0,20936,-14.15,-2.0,99.0
N82056,MSNBC,0,22078,-14.15,-2.0,99.0
N589,MSNBC,0,22922,-14.15,-2.0,99.0
N58981,MSNBC,0,24109,-14.15,-2.0,99.0
N89961,MSNBC,0,24110,-14.15,-2.0,99.0
N108196,MSNBC,1,24112,-14.15,-2.0,99.0
N9166,MSNBC,0,24323,-14.15,-2.0,99.0
N49019,MSNBC,1,24411,-14.15,-2.0,99.0
N90621,MSNBC,0,24693,-14.15,-2.0,99.0
N52567,MSNBC,0,25613,-14.15,-2.0,99.0
N109782,MSNBC,0,25946,-14.15,-2.0,99.0
N49185,MSNBC,0,26034,-14.15,-2.0,99.0
N121053,MSNBC,0,26263,-14.15,-2.0,99.0
N69435,MSNBC,0,26305,-14.15,-2.0,99.0
N93300,MSNBC,0,26827,-14.15,-2.0,99.0
N56053,MSNBC,0,28113,-14.15,-2.0,99.0
N24238,MSNBC,0,28149,-14.15,-2.0,99.0
N5299,MSNBC,0,28378,-14.15,-2.0,99.0
N32103,MSNBC,0,28436,-14.15,-2.0,99.0
N103185,MSNBC,2,28532,-14.15,-2.0,99.0
N18392,MSNBC,1,28549,-14.15,-2.0,99.0
N3989,MSNBC,0,28777,-14.15,-2.0,99.0
N89248,MSNBC,0,29051,-14.15,-2.0,99.0
N126225,MSNBC,0,29199,-14.15,-2.0,99.0
N71642,MSNBC,37,5493,-14.15,-2.0,-0.192307692
N115184,NBC News,9,9807,-6.66,-1.0,-0.083333333
N43691,NBC News,21,1924,-6.66,-1.0,-0.115384615
N108736,NBC News,1247,56,-6.66,-1.0,-0.25
N49283,NBC News,7259,472,-6.66,-1.0,-0.225
N126592,NBC News,451,591,-6.66,-1.0,-0.53125
N100804,NBC News,886,618,-6.66,-1.0,-0.265625
N103158,NBC News,46,673,-6.66,-1.0,-0.269230769
N27923,NBC News,177,780,-6.66,-1.0,-0.267857143
N114054,NBC News,1721,1751,-6.66,-1.0,-0.166666667
N52856,NBC News,1479,1837,-6.66,-1.0,0.057692308
N17756,NBC News,176,1931,-6.66,-1.0,-0.325
N830,NBC News,13,2134,-6.66,-1.0,0.03125
N88440,NBC News,565,3263,-6.66,-1.0,-0.3125
N65795,NBC News,22,3381,-6.66,-1.0,-0.083333333
N41969,NBC News,0,5217,-6.66,-1.0,-0.035714286
N113012,NBC News,1,12284,-6.66,-1.0,0.089285714
N70408,NBC News,3,12591,-6.66,-1.0,-0.208333333
N58968,NBC News,9,13232,-6.66,-1.0,-0.159090909
N121138,NBC News,473,13763,-6.66,-1.0,0.0
N112160,NBC News,0,15571,-6.66,-1.0,0.03125
N15995,NBC News,4,16430,-6.66,-1.0,-0.116666667
N86444,NBC News,301,17598,-6.66,-1.0,-0.3
N45578,NBC News,2,28277,-6.66,-1.0,0.045454545
N834,NBC News,2,28313,-6.66,-1.0,-0.041666667
N86120,NBC News,24,5137,-6.66,-1.0,99.0
N122081,NBC News,25,6526,-6.66,-1.0,99.0
N7440,NBC News,0,8096,-6.66,-1.0,99.0
N81120,NBC News,0,10965,-6.66,-1.0,99.0
N25576,NBC News,0,13987,-6.66,-1.0,99.0
N52037,NBC News,0,17998,-6.66,-1.0,99.0
N32977,NBC News,0,18625,-6.66,-1.0,99.0
N105688,NBC News,0,18634,-6.66,-1.0,99.0
N28247,NBC News,1,19436,-6.66,-1.0,99.0
N129843,NBC News,0,20746,-6.66,-1.0,99.0
N105653,NBC News,2,22353,-6.66,-1.0,99.0
N68155,NBC News,2,22884,-6.66,-1.0,99.0
N1910,NBC News,0,24363,-6.66,-1.0,99.0
N73001,NBC News,0,24541,-6.66,-1.0,99.0
N22176,NBC News,0,24589,-6.66,-1.0,99.0
N111457,NBC News,0,25249,-6.66,-1.0,99.0
N58247,NBC News,0,25380,-6.66,-1.0,99.0
N14075,NBC News,0,25546,-6.66,-1.0,99.0
N15433,NBC News,0,25596,-6.66,-1.0,99.0
N100478,NBC News,1,25892,-6.66,-1.0,99.0
N102132,NBC News,0,26537,-6.66,-1.0,99.0
N83873,NBC News,0,28537,-6.66,-1.0,99.0
N91229,NBC News,1,28697,-6.66,-1.0,99.0
N109111,NBC News,0,29032,-6.66,-1.0,99.0
N99339,New Heaven Register,1,11444,0.0,-4.05,0.285714286
N25906,newportri,1,9152,99.0,99.0,0.0
N6191,newportri,0,13088,99.0,99.0,99.0
N119044,newscentermaine,13,7075,-0.48,-1.0,-0.225
N129101,newscentermaine,0,13426,-0.48,-1.0,0.0
N43642,newscentermaine,1,20093,-0.48,-1.0,0.083333333
N98769,newscentermaine,1,18690,-0.48,-1.0,99.0
N22474,newscentermaine,0,19043,-0.48,-1.0,99.0
N85811,news-journalonline,0,13456,99.0,99.0,99.0
N114804,newslocker,8,22052,99.0,99.0,99.0
N71122,newsweek,0,28882,-4.24,0.0,99.0
N51332,newsweek,267,3198,-4.24,0.0,-0.134615385
N24135,nj.com,0,11802,-1.92,-1.0,99.0
N113246,nj.com,8,12508,-1.92,-1.0,99.0
N14536,nj.com,0,15296,-1.92,-1.0,99.0
N91249,nj.com,0,17967,-1.92,-1.0,99.0
N31117,nj.com,0,24070,-1.92,-1.0,99.0
N70445,northjersey,3,10607,-0.17,-1.0,-0.0625
N81549,northjersey,2,13471,-0.17,-1.0,-0.230769231
N78735,northjersey,1,15268,-0.17,-1.0,-0.055555556
N5578,northjersey,0,15363,-0.17,-1.0,0.0
N90137,northjersey,1,16948,-0.17,-1.0,-0.15
N123697,northjersey,2,17509,-0.17,-1.0,-0.016666667
N99047,northjersey,3,17576,-0.17,-1.0,0.020833333
N51546,northjersey,2,28298,-0.17,-1.0,0.057692308
N93551,northjersey,2,12779,-0.17,-1.0,99.0
N64672,northjersey,0,15427,-0.17,-1.0,99.0
N74978,northjersey,0,21114,-0.17,-1.0,99.0
N24619,northjersey,0,24326,-0.17,-1.0,99.0
N10665,northjersey,0,25705,-0.17,-1.0,99.0
N92909,northjersey,0,28918,-0.17,-1.0,99.0
N84056,NPR,22,2224,-4.62,-1.0,-0.041666667
N44608,NPR,5,27643,-4.62,-1.0,0.214285714
N63935,NPR,0,22937,-4.62,-1.0,99.0
N126117,NY Daily News,1,6502,-8.65,-2.0,-0.017857143
N73294,NY Daily News,10,8201,-8.65,-2.0,-0.291666667
N69698,NY Daily News,3,7082,-8.65,-2.0,99.0
N41935,NY Daily News,0,24870,-8.65,-2.0,99.0
N117032,NY Daily News,0,24997,-8.65,-2.0,99.0
N47428,NY Daily News,0,25729,-8.65,-2.0,99.0
N109337,NY Daily News,0,26590,-8.65,-2.0,99.0
N48745,nysenate,14,27170,99.0,99.0,-0.25
N39497,onenewspage,0,25285,99.0,99.0,99.0
N74027,Orange County Register,1,9538,-1.33,1.0,-0.096153846
N31355,Orlando Sentinel,29,4401,-7.18,0.0,0.0
N53800,Orlando Sentinel,7,14879,-7.18,0.0,-0.3125
N56846,Orlando Sentinel,4,15221,-7.18,0.0,-0.125
N57306,Orlando Sentinel,0,6072,-7.18,0.0,99.0
N67757,Orlando Sentinel,0,10117,-7.18,0.0,99.0
N104846,Orlando Sentinel,1,16530,-7.18,0.0,99.0
N28427,Orlando Sentinel,1,20540,-7.18,0.0,99.0
N58147,Orlando Sentinel,0,26311,-7.18,0.0,99.0
N102664,Orlando Sentinel,2,28834,-7.18,0.0,99.0
N56755,Palladium-Item,0,28797,99.0,99.0,99.0
N38799,palmbeachpost,0,10812,-2.14,0.0,99.0
N53851,palmbeachpost,0,22285,-2.14,0.0,99.0
N96525,palmbeachpost,0,26423,-2.14,0.0,99.0
N42806,Patch,36,2527,-4.78,0.0,-0.041666667
N77231,Patch,4,2596,-4.78,0.0,-0.045454545
N25094,Patch,9,2984,-4.78,0.0,0.0
N47926,Patch,17,3929,-4.78,0.0,-0.159090909
N109439,Patch,5,6233,-4.78,0.0,-0.071428571
N22334,Patch,34,6743,-4.78,0.0,-0.083333333
N83346,Patch,6,9028,-4.78,0.0,-0.321428571
N124045,Patch,7,12275,-4.78,0.0,-0.28125
N9426,Patch,1,14474,-4.78,0.0,-0.333333333
N69222,Patch,12,12214,-4.78,0.0,99.0
N66512,Patch,2,13459,-4.78,0.0,99.0
N87773,Patch,1,15315,-4.78,0.0,99.0
N127090,Patch,4,17412,-4.78,0.0,99.0
N54613,Patch,4,17996,-4.78,0.0,99.0
N48324,Patch,0,18514,-4.78,0.0,99.0
N58856,Patch,1,19080,-4.78,0.0,99.0
N115937,Patch,4,20280,-4.78,0.0,99.0
N7335,Patch,0,23510,-4.78,0.0,99.0
N94171,Patch,0,23798,-4.78,0.0,99.0
N14115,Patch,7,8692,-4.78,0.0,-0.333333333
N83028,patriotledger,0,19409,-0.06,0.0,99.0
N107579,patriotledger,1,28053,-0.06,0.0,99.0
N95468,PBS NewsHour,532,2009,-4.9,0.0,-0.041666667
N112050,PBS NewsHour,1176,995,-4.9,0.0,-0.25
N22811,PBS NewsHour,449,1093,-4.9,0.0,-0.375
N101981,PBS NewsHour,113,2580,-4.9,0.0,-0.25
N72904,PBS NewsHour,4,4735,-4.9,0.0,-0.261363636
N83386,PBS NewsHour,0,14434,-4.9,0.0,99.0
N82806,PBS NewsHour,1,20301,-4.9,0.0,99.0
N2000,PBS NewsHour,88,27200,-4.9,0.0,-0.34375
N76936,PBS NewsHour,216,1246,-4.9,0.0,-0.134615385
N84228,Philadelphia Daily News,0,8083,99.0,99.0,99.0
N56878,Philadelphia Inquirer,5,7235,-8.32,-1.0,-0.090909091
N114580,Philadelphia Inquirer,26,9272,-8.32,-1.0,-0.113636364
N109379,Philadelphia Inquirer,2,14467,-8.32,-1.0,-0.183333333
N33795,Philadelphia Inquirer,2,14594,-8.32,-1.0,-0.05
N6488,Philadelphia Inquirer,3,15568,-8.32,-1.0,0.05
N71692,Philadelphia Inquirer,5,15963,-8.32,-1.0,0.066666667
N85299,Philadelphia Inquirer,1,7526,-8.32,-1.0,99.0
N33280,Philadelphia Inquirer,2,11221,-8.32,-1.0,99.0
N82304,Philadelphia Inquirer,0,13212,-8.32,-1.0,99.0
N110964,Philadelphia Inquirer,0,19008,-8.32,-1.0,99.0
N34179,Philadelphia Inquirer,0,21631,-8.32,-1.0,99.0
N53868,Philadelphia Inquirer,0,25639,-8.32,-1.0,99.0
N8118,Pittsburgh Action News 4,7,4055,0.0,99.0,-0.045454545
N13427,Pittsburgh Action News 4,4,16049,0.0,99.0,-0.045454545
N53651,Pittsburgh Post-Gazette,6,4437,-0.55,0.0,-0.138888889
N8774,Pittsburgh Post-Gazette,10,13717,-0.55,0.0,-0.0625
N52894,Pittsburgh Post-Gazette,3,14252,-0.55,0.0,-0.035714286
N100234,Pittsburgh Post-Gazette,1,8840,-0.55,0.0,99.0
N53474,Politico,26612,49,-6.5,-1.0,-0.5
N36959,Politico,233,420,-6.5,-1.0,-0.125
N98577,Politico,280,1021,-6.5,-1.0,-0.392857143
N62120,Politico,772,1075,-6.5,-1.0,0.0
N46928,Politico,217,1254,-6.5,-1.0,0.125
N40583,Politico,951,1385,-6.5,-1.0,-0.125
N99990,Politico,21,1388,-6.5,-1.0,-0.303571429
N120696,Politico,1261,1590,-6.5,-1.0,-0.235294118
N55013,Politico,235,1775,-6.5,-1.0,-0.25
N128371,Politico,410,1906,-6.5,-1.0,0.019230769
N85313,Politico,281,1943,-6.5,-1.0,-0.025
N33521,Politico,360,2302,-6.5,-1.0,-0.107142857
N83689,Politico,90,2321,-6.5,-1.0,-0.4
N32792,Politico,563,2410,-6.5,-1.0,-0.041666667
N32913,Politico,91,3128,-6.5,-1.0,-0.296875
N36014,Politico,203,3305,-6.5,-1.0,-0.076923077
N14837,Politico,494,3377,-6.5,-1.0,-0.181818182
N67138,Politico,63,4744,-6.5,-1.0,0.0
N43855,Politico,6,4814,-6.5,-1.0,-0.328125
N130132,Politico,290,16155,-6.5,-1.0,-0.05
N36233,Politico,76,17596,-6.5,-1.0,-0.1875
N97389,Politico,24,24047,-6.5,-1.0,-0.5
N73919,Politico,15,3663,-6.5,-1.0,99.0
N33566,Politico,4,9612,-6.5,-1.0,99.0
N42796,Politico,2,9779,-6.5,-1.0,99.0
N17241,Politico,0,18646,-6.5,-1.0,99.0
N121145,Politico,2,18651,-6.5,-1.0,99.0
N16969,Politico,0,20159,-6.5,-1.0,99.0
N57160,Politico,0,23501,-6.5,-1.0,99.0
N36316,Politico,0,23502,-6.5,-1.0,99.0
N118760,Politico,0,24655,-6.5,-1.0,99.0
N58793,Politico,0,28563,-6.5,-1.0,99.0
N113147,Politico,1,28852,-6.5,-1.0,99.0
N94189,Politico,0,28862,-6.5,-1.0,99.0
N96889,Politico,1,29049,-6.5,-1.0,99.0
N74851,Politico,0,29142,-6.5,-1.0,99.0
N88091,Politico,247,1447,-6.5,-1.0,-0.3125
N103960,postandcourier,0,26848,99.0,99.0,99.0
N109198,Providence Journal,19,8176,-2.72,0.0,0.0
N118515,Providence Journal,7,15092,-2.72,0.0,-0.214285714
N98870,Providence Journal,8,16726,-2.72,0.0,0.027777778
N95432,Reuters,104,1299,-1.38,0.0,-0.090909091
N108363,Reuters,262,1304,-1.38,0.0,-0.125
N39259,Reuters,664,1634,-1.38,0.0,-0.115384615
N95199,Reuters,174,1877,-1.38,0.0,-0.2
N84391,Reuters,368,2648,-1.38,0.0,-0.15
N91881,Reuters,77,2716,-1.38,0.0,-0.071428571
N57713,Reuters,69,2936,-1.38,0.0,-0.3125
N5769,Reuters,637,2946,-1.38,0.0,-0.083333333
N99187,Reuters,1208,3265,-1.38,0.0,-0.25
N15729,Reuters,16,4278,-1.38,0.0,-0.269230769
N65802,Reuters,87,6017,-1.38,0.0,-0.104166667
N40891,Reuters,11,8917,-1.38,0.0,-0.138888889
N114816,Reuters,5,10077,-1.38,0.0,-0.3125
N19155,Reuters,2,16083,-1.38,0.0,0.125
N15517,Reuters,0,18407,-1.38,0.0,-0.053571429
N59411,Reuters,40,27242,-1.38,0.0,-0.25
N102534,Reuters,3,27711,-1.38,0.0,0.541666667
N28005,Reuters,0,10368,-1.38,0.0,99.0
N67177,Reuters,2,15187,-1.38,0.0,99.0
N125071,Reuters,0,17732,-1.38,0.0,99.0
N93528,Reuters,1,19367,-1.38,0.0,99.0
N29895,Reuters,0,28850,-1.38,0.0,99.0
N36581,Reuters,1,12422,-1.38,0.0,0.068181818
N30750,Roll Call,120,2729,-3.21,0.0,-0.25
N51354,Roll Call,152,4427,-3.21,0.0,0.071428571
N112967,Roll Call,1,6972,-3.21,0.0,-0.225
N60638,Roll Call,2,28414,-3.21,0.0,0.277777778
N101834,Roll Call,0,3661,-3.21,0.0,99.0
N32676,sacbee,4,17635,99.0,99.0,99.0
N4679,San Francisco Chronicle,6,11388,-5.98,-2.0,-0.1875
N19326,San Francisco Chronicle,2,11757,-5.98,-2.0,-0.175
N114697,San Francisco Chronicle,6,13571,-5.98,-2.0,-0.097222222
N32401,San Francisco Chronicle,4,28036,-5.98,-2.0,-0.25
N28708,San Francisco Chronicle,4,6040,-5.98,-2.0,99.0
N86089,San Francisco Chronicle,0,13568,-5.98,-2.0,99.0
N85312,San Francisco Chronicle,0,15237,-5.98,-2.0,99.0
N113212,San Francisco Chronicle,1,16643,-5.98,-2.0,99.0
N42823,San Francisco Chronicle,0,24322,-5.98,-2.0,99.0
N58030,San Francisco Chronicle,0,24440,-5.98,-2.0,99.0
N8253,SF GATE,175,1928,-1.0,-1.04,-0.1875
N67503,slate,0,24289,-14.78,-2.0,99.0
N41810,star-telegram,3,10270,99.0,0.0,-0.159090909
N70178,star-telegram,0,10377,99.0,0.0,99.0
N39450,Sun Sentinel,47,4352,-6.04,0.0,0.0
N115220,Sun Sentinel,7,12024,-6.04,0.0,-0.233333333
N116549,Sun Sentinel,6,15978,-6.04,0.0,0.183333333
N127986,Sun Sentinel,3,4741,-6.04,0.0,99.0
N34559,Sun Sentinel,1,17309,-6.04,0.0,99.0
N27514,Sun Sentinel,1,17440,-6.04,0.0,99.0
N47577,Sun Sentinel,1,27658,-6.04,0.0,99.0
N92921,tampa bay times,2,6053,-3.57,0.0,-0.159090909
N28472,tampa bay times,7,10462,-3.57,0.0,-0.321428571
N79077,tampa bay times,1,11333,-3.57,0.0,0.1875
N122463,tampa bay times,4,12858,-3.57,0.0,-0.019230769
